time,u1,u2,u3
3.38,10.000,0,0
3.40,10.000,0,0
3.42,10.000,0,0
3.44,10.000,0,0
3.46,10.000,0,0
3.48,10.000,0,0
3.50,10.000,0,0
3.52,10.000,0,0
3.54,10.000,0,0
3.56,10.000,0,0
3.58,10.000,0,0
3.60,10.000,0,0
3.62,10.000,0,0
3.64,10.000,0,0
3.66,10.000,0,0
3.68,10.000,0,0
3.70,10.000,0,0
3.72,10.000,0,0
3.74,10.000,0,0
3.76,10.000,0,0
3.78,10.000,0,0
3.80,10.000,0,0
3.82,10.000,0,0
3.84,10.000,0,0
3.86,10.000,0,0
3.88,10.000,0,0
3.90,10.000,0,0
3.92,10.000,0,0
3.94,10.000,0,0
3.96,10.000,0,0
3.98,10.000,0,0
4.00,10.000,0,0
4.02,10.000,0,0
4.04,10.000,0,0
4.06,10.000,0,0
4.08,10.000,0,0
4.10,10.000,0,0
4.12,10.000,0,0
4.14,10.000,0,0
4.16,10.000,0,0
4.18,10.000,0,0
4.20,10.000,0,0
4.22,10.000,0,0
4.24,10.000,0,0
4.26,10.000,0,0
4.28,10.000,0,0
4.30,10.000,0,0
4.32,10.000,0,0
4.34,10.000,0,0
4.36,10.000,0,0
4.38,10.000,0,0
4.40,10.000,0,0
4.42,10.000,0,0
4.44,10.000,0,0
4.46,10.000,0,0
4.48,10.000,0,0
4.50,10.000,0,0
4.52,10.000,0,0
4.54,10.000,0,0
4.56,10.000,0,0
4.58,10.000,0,0
4.60,10.000,0,0
4.62,10.000,0,0
4.64,10.000,0,0
4.66,10.000,0,0
4.68,10.000,0,0
4.70,10.000,0,0
4.72,10.000,0,0
4.74,10.000,0,0
4.76,10.000,0,0
4.78,10.000,0,0
4.80,10.000,0,0
4.82,10.000,0,0
4.84,10.000,0,0
4.86,10.000,0,0
4.88,10.000,0,0
4.90,10.000,0,0
4.92,10.000,0,0
4.94,10.000,0,0
4.96,10.000,0,0
4.98,10.000,0,0
5.00,10.000,0,0
5.02,10.000,0,0
5.04,10.000,0,0
5.06,10.000,0,0
5.08,10.000,0,0
5.10,10.000,0,0
5.12,10.000,0,0
5.14,10.000,0,0
5.16,10.000,0,0
5.18,10.000,0,0
5.20,10.000,0,0
5.22,10.000,0,0
5.24,10.000,0,0
5.26,10.000,0,0
5.28,10.000,0,0
5.30,10.000,0,0
5.32,10.000,0,0
5.34,10.000,0,0
5.36,10.000,0,0
5.38,10.000,0,0
5.40,10.000,0,0
5.42,10.000,0,0
5.44,10.000,0,0
5.46,10.000,0,0
5.48,10.000,0,0
5.50,10.000,0,0
5.52,10.000,0,0
5.54,10.000,0,0
5.56,10.000,0,0
5.58,10.000,0,0
5.60,10.000,0,0
5.62,10.000,0,0
5.64,10.000,0,0
5.66,10.000,0,0
5.68,10.000,0,0
5.70,10.000,0,0
5.72,10.000,0,0
5.74,10.000,0,0
5.76,10.000,0,0
5.78,10.000,0,0
5.80,10.000,0,0
5.82,10.000,0,0
5.84,10.000,0,0
5.86,10.000,0,0
5.88,10.000,0,0
5.90,10.000,0,0
5.92,10.000,0,0
5.94,10.000,0,0
5.96,10.000,0,0
5.98,10.000,0,0
6.00,10.000,0,0
6.02,10.000,0,0
6.04,10.000,0,0
6.06,10.000,0,0
6.08,10.000,0,0
6.10,10.000,0,0
6.12,10.000,0,0
6.14,10.000,0,0
6.16,10.000,0,0
6.18,10.000,0,0
6.20,10.000,0,0
6.22,10.000,0,0
6.24,10.000,0,0
6.26,10.000,0,0
6.28,10.000,0,0
6.30,10.000,0,0
6.32,10.000,0,0
6.34,10.000,0,0
6.36,10.000,0,0
6.38,10.000,0,0
6.40,10.000,0,0
6.42,10.000,0,0
6.44,10.000,0,0
6.46,10.000,0,0
6.48,10.000,0,0
6.50,10.000,0,0
6.52,10.000,0,0
6.54,10.000,0,0
6.56,10.000,0,0
6.58,10.000,0,0
6.60,10.000,0,0
6.62,10.000,0,0
6.64,10.000,0,0
6.66,10.000,0,0
6.68,10.000,0,0
6.70,10.000,0,0
6.72,10.000,0,0
6.74,10.000,0,0
6.76,10.000,0,0
6.78,10.000,0,0
6.80,10.000,0,0
6.82,10.000,0,0
6.84,10.000,0,0
6.86,10.000,0,0
6.88,10.000,0,0
6.90,10.000,0,0
6.92,10.000,0,0
6.94,10.000,0,0
6.96,10.000,0,0
6.98,10.000,0,0
7.00,10.000,0,0
7.02,10.000,0,0
7.04,10.000,0,0
7.06,10.000,0,0
7.08,10.000,0,0
7.10,10.000,0,0
7.12,10.000,0,0
7.14,10.000,0,0
7.16,10.000,0,0
7.18,10.000,0,0
7.20,10.000,0,0
7.22,10.000,0,0
7.24,10.000,0,0
7.26,10.000,0,0
7.28,10.000,0,0
7.30,10.000,0,0
7.32,10.000,0,0
7.34,10.000,0,0
7.36,10.000,0,0
7.38,10.000,0,0
7.40,10.000,0,0
7.42,10.000,0,0
7.44,10.000,0,0
7.46,10.000,0,0
7.48,10.000,0,0
7.50,10.000,0,0
7.52,10.000,0,0
7.54,10.000,0,0
7.56,10.000,0,0
7.58,10.000,0,0
7.60,10.000,0,0
7.62,10.000,0,0
7.64,10.000,0,0
7.66,10.000,0,0
7.68,10.000,0,0
7.70,10.000,0,0
7.72,10.000,0,0
7.74,10.000,0,0
7.76,10.000,0,0
7.78,10.000,0,0
7.80,10.000,0,0
7.82,10.000,0,0
7.84,10.000,0,0
7.86,10.000,0,0
7.88,10.000,0,0
7.90,10.000,0,0
7.92,10.000,0,0
7.94,10.000,0,0
7.96,10.000,0,0
7.98,10.000,0,0
8.00,10.000,0,0
8.02,10.000,0,0
8.04,10.000,0,0
8.06,10.000,0,0
8.08,10.000,0,0
8.10,10.000,0,0
8.12,10.000,0,0
8.14,10.000,0,0
8.16,10.000,0,0
8.18,10.000,0,0
8.20,10.000,0,0
8.22,10.000,0,0
8.24,10.000,0,0
8.26,10.000,0,0
8.28,10.000,0,0
8.30,10.000,0,0
8.32,10.000,0,0
8.34,10.000,0,0
8.36,10.000,0,0
8.38,10.000,0,0
8.40,10.000,0,0
8.42,10.000,0,0
8.44,10.000,0,0
8.46,10.000,0,0
8.48,10.000,0,0
8.50,10.000,0,0
8.52,10.000,0,0
8.54,10.000,0,0
8.56,10.000,0,0
8.58,10.000,0,0
8.60,10.000,0,0
8.62,10.000,0,0
8.64,10.000,0,0
8.66,10.000,0,0
8.68,10.000,0,0
8.70,10.000,0,0
8.72,10.000,0,0
8.74,10.000,0,0
8.76,10.000,0,0
8.78,10.000,0,0
8.80,10.000,0,0
8.82,10.000,0,0
8.84,10.000,0,0
8.86,10.000,0,0
8.88,10.000,0,0
8.90,10.000,0,0
8.92,10.000,0,0
8.94,10.000,0,0
8.96,10.000,0,0
8.98,10.000,0,0
9.00,10.000,0,0
9.02,10.000,0,0
9.04,10.000,0,0
9.06,10.000,0,0
9.08,10.000,0,0
9.10,10.000,0,0
9.12,10.000,0,0
9.14,10.000,0,0
9.16,10.000,0,0
9.18,10.000,0,0
9.20,10.000,0,0
9.22,10.000,0,0
9.24,10.000,0,0
9.26,10.000,0,0
9.28,10.000,0,0
9.30,10.000,0,0
9.32,10.000,0,0
9.34,10.000,0,0
9.36,10.000,0,0
9.38,10.000,0,0
9.40,10.000,0,0
9.42,10.000,0,0
9.44,10.000,0,0
9.46,10.000,0,0
9.48,10.000,0,0
9.50,10.000,0,0
9.52,10.000,0,0
9.54,10.000,0,0
9.56,10.000,0,0
9.58,10.000,0,0
9.60,10.000,0,0
9.62,10.000,0,0
9.64,10.000,0,0
9.66,10.000,0,0
9.68,10.000,0,0
9.70,10.000,0,0
9.72,10.000,0,0
9.74,10.000,0,0
9.76,10.000,0,0
9.78,10.000,0,0
9.80,10.000,0,0
9.82,10.000,0,0
9.84,10.000,0,0
9.86,10.000,0,0
9.88,10.000,0,0
9.90,10.000,0,0
9.92,10.000,0,0
9.94,10.000,0,0
9.96,10.000,0,0
9.98,10.000,0,0
10.00,10.000,0,0
